id_bigger,id_smaller,num_modif_sites,weight_bigger,weight_smaller,difference,adduct,weight_threshold,difference_threshold_rate
CCMSLIB00000845245,CCMSLIB00000845303,1,627.155,465.102,162.053,M+H,2000,0.5
CCMSLIB00000847787,CCMSLIB00000847819,1,257.081,241.086,15.995000000000005,M+H,2000,0.5
CCMSLIB00000850257,CCMSLIB00000856142,1,679.369,517.316,162.053,M+H,2000,0.5
CCMSLIB00000849010,CCMSLIB00000847750,1,261.075,231.065,30.00999999999999,M+H,2000,0.5
CCMSLIB00000848636,CCMSLIB00000848337,1,423.128,291.086,132.04199999999997,M+H,2000,0.5
CCMSLIB00000847130,CCMSLIB00000855964,1,422.166,364.16,58.00599999999997,M+NH4,2000,0.5
CCMSLIB00000848419,CCMSLIB00000848245,1,906.527,892.511,14.016000000000076,M+NH4,2000,0.5
CCMSLIB00000850839,CCMSLIB00000855712,1,516.259,386.233,130.026,M+H,2000,0.5
CCMSLIB00000848658,CCMSLIB00000846337,1,506.181,402.155,104.02600000000001,M+NH4,2000,0.5
CCMSLIB00000855289,CCMSLIB00000855173,1,439.157,293.1,146.05699999999996,M+Na,2000,0.5
CCMSLIB00000847164,CCMSLIB00000845060,1,625.176,595.165,30.01100000000008,M+H,2000,0.5
CCMSLIB00000848637,CCMSLIB00000848152,1,447.092,431.097,15.995000000000005,M+H,2000,0.5
CCMSLIB00000854435,CCMSLIB00000852733,1,434.202,420.186,14.01600000000002,M+NH4,2000,0.5
CCMSLIB00000849372,CCMSLIB00000849712,1,487.342,471.347,15.995000000000005,M+H,2000,0.5
CCMSLIB00000848642,CCMSLIB00000848349,1,1065.31,903.255,162.05499999999995,M+H,2000,0.5
CCMSLIB00000855151,CCMSLIB00000850413,1,854.338,587.249,267.08899999999994,M+H,2000,0.5
CCMSLIB00000846453,CCMSLIB00000845427,1,611.197,597.181,14.015999999999963,M+H,2000,0.5
CCMSLIB00000853609,CCMSLIB00000849503,1,853.295,771.253,82.04199999999992,M+Na,2000,0.5
CCMSLIB00000851185,CCMSLIB00000849084,1,338.196,322.201,15.995000000000005,M+H,2000,0.5
CCMSLIB00000851047,CCMSLIB00000853808,1,833.429,817.434,15.995000000000005,M+Na,2000,0.5
CCMSLIB00005722443,CCMSLIB00005722794,1,812.464,798.448,14.016000000000076,[M+NH4]+,2000,0.5
CCMSLIB00000848726,CCMSLIB00000847743,1,361.164,277.106,84.05799999999999,M-H2O+H,2000,0.5
CCMSLIB00000847987,CCMSLIB00000847283,1,415.138,401.123,14.014999999999986,M+H,2000,0.5
CCMSLIB00000846161,CCMSLIB00000848634,1,517.134,355.102,162.03200000000004,M+H,2000,0.5
CCMSLIB00005722406,CCMSLIB00005722787,1,698.396,542.317,156.07899999999995,[M+NH4]+,2000,0.5
CCMSLIB00000845337,CCMSLIB00000846091,1,239.091,223.096,15.995000000000005,M+H,2000,0.5
CCMSLIB00000848592,CCMSLIB00000847787,1,287.091,257.081,30.00999999999999,M+H,2000,0.5
CCMSLIB00000845944,CCMSLIB00000848962,1,237.075,223.06,14.014999999999986,M+H,2000,0.5
CCMSLIB00000848656,CCMSLIB00000846332,1,489.154,385.128,104.02600000000001,M+H,2000,0.5
CCMSLIB00000847016,CCMSLIB00000847785,1,287.091,217.049,70.042,M+H,2000,0.5
CCMSLIB00000848693,CCMSLIB00000848301,1,305.065,291.086,13.978999999999985,M+H,2000,0.5
CCMSLIB00000855255,CCMSLIB00000852522,1,358.176,316.166,42.00999999999999,M+H,2000,0.5
CCMSLIB00000853815,CCMSLIB00000850114,1,1131.59,807.487,324.10299999999995,M+Na,2000,0.5
CCMSLIB00005722451,CCMSLIB00005722829,1,812.464,782.453,30.01100000000008,[M+NH4]+,2000,0.5
CCMSLIB00000849080,CCMSLIB00000847573,1,722.395,706.401,15.994000000000028,M+H,2000,0.5
CCMSLIB00000849433,CCMSLIB00000848018,1,235.096,219.101,15.995000000000005,M+H,2000,0.5
CCMSLIB00005721910,CCMSLIB00005722777,1,759.415,717.408,42.00699999999995,[M-2H2O+H]+,2000,0.5
CCMSLIB00000850959,CCMSLIB00000851772,1,444.238,402.228,42.00999999999999,M+H,2000,0.5
CCMSLIB00005723052,CCMSLIB00005723149,1,441.189,427.173,14.01600000000002,[M+Na]+,2000,0.5
CCMSLIB00000845947,CCMSLIB00000849089,1,303.086,289.07,14.01600000000002,M+H,2000,0.5
CCMSLIB00000847970,CCMSLIB00000845714,1,301.107,271.096,30.011000000000024,M+H,2000,0.5
CCMSLIB00000845378,CCMSLIB00000848557,1,595.165,579.171,15.993999999999915,M+H,2000,0.5
CCMSLIB00005721650,CCMSLIB00005721722,1,1079.63,1051.59,28.04000000000019,[2M+H]+,2000,0.5
CCMSLIB00000847186,CCMSLIB00000848668,1,919.271,757.218,162.053,M+H,2000,0.5
CCMSLIB00000852236,CCMSLIB00000851011,1,591.168,445.132,146.036,M+Na,2000,0.5
CCMSLIB00005722767,CCMSLIB00005722829,1,812.464,782.453,30.01100000000008,[M+NH4]+,2000,0.5
CCMSLIB00005722610,CCMSLIB00005721384,1,799.294,631.178,168.11599999999999,[2M+Na]+,2000,0.5
CCMSLIB00000852460,CCMSLIB00000851170,1,397.111,353.121,43.99000000000001,M+Na,2000,0.5
CCMSLIB00000848004,CCMSLIB00000845400,1,217.143,203.128,14.015000000000015,M+H,2000,0.5
CCMSLIB00000847789,CCMSLIB00000848799,1,289.07,273.075,15.995000000000005,M+H,2000,0.5
CCMSLIB00000847611,CCMSLIB00000847779,1,271.06,255.065,15.995000000000005,M+H,2000,0.5
CCMSLIB00000855249,CCMSLIB00000851903,1,323.148,281.138,42.01000000000005,M-H2O+H,2000,0.5
CCMSLIB00005721900,CCMSLIB00005722255,1,855.282,795.262,60.020000000000095,[2M+Na]+,2000,0.5
CCMSLIB00000849097,CCMSLIB00000846916,1,565.155,433.113,132.04199999999997,M+H,2000,0.5
CCMSLIB00005722678,CCMSLIB00005722303,1,409.126,327.084,82.04199999999997,[M+Na]+,2000,0.5
CCMSLIB00000849064,CCMSLIB00000846075,1,449.108,317.065,132.043,M+H,2000,0.5
CCMSLIB00000850596,CCMSLIB00000851759,1,520.173,476.183,43.99000000000001,M+H,2000,0.5
CCMSLIB00000845828,CCMSLIB00000845060,1,741.223,595.165,146.058,M+H,2000,0.5
CCMSLIB00005722120,CCMSLIB00005721492,1,379.209,365.194,14.014999999999986,[M+Na]+,2000,0.5
CCMSLIB00000850444,CCMSLIB00000850893,1,589.264,573.269,15.995000000000005,M+H,2000,0.5
CCMSLIB00000847465,CCMSLIB00000848010,1,383.053,349.092,33.96100000000001,M+H,2000,0.5
CCMSLIB00000848689,CCMSLIB00000845120,1,803.403,661.34,142.063,M+Na,2000,0.5
CCMSLIB00000853436,CCMSLIB00000847269,1,447.166,433.15,14.01600000000002,M-H2O+H,2000,0.5
CCMSLIB00000854459,CCMSLIB00000851772,1,502.28,402.228,100.05199999999996,M+H,2000,0.5
CCMSLIB00005722776,CCMSLIB00005722788,1,753.427,525.29,228.13700000000006,[M+H]+,2000,0.5
CCMSLIB00000845447,CCMSLIB00000848845,1,511.326,495.331,15.995000000000005,M+H,2000,0.5
CCMSLIB00000851047,CCMSLIB00000852769,1,833.429,817.434,15.995000000000005,M+Na,2000,0.5
CCMSLIB00000846749,CCMSLIB00000847905,1,741.463,577.394,164.06899999999996,M+H,2000,0.5
CCMSLIB00005722813,CCMSLIB00005722828,1,417.196,402.19,15.006000000000029,[M+Ca]2+,2000,0.5
CCMSLIB00000850239,CCMSLIB00000853799,1,471.347,455.352,15.995000000000005,M+H,2000,0.5
CCMSLIB00000847607,CCMSLIB00000847341,1,570.161,556.145,14.015999999999963,M+NH4,2000,0.5
CCMSLIB00000848078,CCMSLIB00000845145,1,654.13,502.119,152.01099999999997,M+NH4,2000,0.5
CCMSLIB00005722722,CCMSLIB00005722683,1,293.081,263.07,30.011000000000024,[M+H]+,2000,0.5
CCMSLIB00000846086,CCMSLIB00000848333,1,581.15,449.108,132.04199999999997,M+H,2000,0.5
CCMSLIB00000854899,CCMSLIB00000851023,1,423.15,407.155,15.995000000000005,M+H,2000,0.5
CCMSLIB00000853072,CCMSLIB00000854081,1,617.257,485.215,132.04199999999997,M+Na,2000,0.5
CCMSLIB00005722441,CCMSLIB00005722362,1,833.391,677.313,156.07799999999997,[M+K]+,2000,0.5
CCMSLIB00000846884,CCMSLIB00000848291,1,663.153,633.142,30.010999999999967,M+Na,2000,0.5
CCMSLIB00000855351,CCMSLIB00000855722,1,379.248,363.253,15.995000000000005,M+H,2000,0.5
CCMSLIB00000848930,CCMSLIB00000848072,1,581.15,419.097,162.053,M+H,2000,0.5
CCMSLIB00000847540,CCMSLIB00000847829,1,506.157,448.152,58.004999999999995,M+H,2000,0.5
CCMSLIB00000855387,CCMSLIB00000855849,1,351.217,293.211,58.00599999999997,M+H,2000,0.5
CCMSLIB00000847269,CCMSLIB00000853432,1,433.15,417.155,15.995000000000005,M-H2O+H,2000,0.5
CCMSLIB00000847533,CCMSLIB00000847148,1,341.138,325.143,15.995000000000005,M+H,2000,0.5
CCMSLIB00000847755,CCMSLIB00000847898,1,491.118,477.102,14.01600000000002,M+H,2000,0.5
CCMSLIB00000847437,CCMSLIB00000847591,1,315.086,301.07,14.01600000000002,M+H,2000,0.5
CCMSLIB00000851741,CCMSLIB00000852847,1,517.168,429.137,88.031,M+Na,2000,0.5
