id_known,id_unknown,is_max,proximity,average_dist_normalized,sorted_rank,num_atoms,cosine_true_site
CCMSLIB00000085060,CCMSLIB00000085976,0.0,0.5,0.4729519500611147,0.75,25,0.0
CCMSLIB00000085084,CCMSLIB00000085954,0.0,0.125,0.0009118883487442,0.8666666666666667,16,0.0
CCMSLIB00000085225,CCMSLIB00000085178,0.0,0.2222222222222222,0.029464798496746,0.0,19,0.0
CCMSLIB00000086061,CCMSLIB00000086012,0.0,0.6923076923076923,0.5220692798831555,0.6666666666666666,22,0.0356998017698484
CCMSLIB00000085239,CCMSLIB00000085088,0.0,0.4545454545454545,0.3011942841988071,0.238095238095238,22,0.0
CCMSLIB00000085703,CCMSLIB00000085565,0.0,0.0,0.0,0.0,19,0.0
CCMSLIB00000084979,CCMSLIB00000086051,0.0,0.2222222222222222,0.0547199575291035,0.6666666666666666,19,0.0
CCMSLIB00000085276,CCMSLIB00000084738,0.0,0.0,0.0,0.0,14,0.0
CCMSLIB00000084979,CCMSLIB00000085131,0.0,0.0,0.0093504811264775,0.0,19,0.0
CCMSLIB00000085225,CCMSLIB00000085643,0.0,0.2222222222222222,0.0236916492608005,0.6111111111111112,19,0.0
CCMSLIB00000084950,CCMSLIB00000085697,0.0,0.3571428571428571,0.2550735121346396,0.9285714285714286,29,0.0028180585017056
CCMSLIB00000086094,CCMSLIB00000085210,0.0,0.5,0.3096054382484529,0.3333333333333333,31,0.0
CCMSLIB00000084845,CCMSLIB00000085319,0.0,0.6363636363636364,0.6414854598718539,0.0454545454545454,23,0.0
CCMSLIB00000085319,CCMSLIB00000084784,0.0,0.6363636363636364,0.5647181681071931,0.782608695652174,24,0.0
CCMSLIB00000084979,CCMSLIB00000085643,0.0,0.2222222222222222,0.0236916492608005,0.6111111111111112,19,0.0
CCMSLIB00000084903,CCMSLIB00000085210,0.0,0.5,0.3096054382484529,0.3333333333333333,31,0.0
CCMSLIB00000084784,CCMSLIB00000085976,0.0,0.7272727272727273,0.5841746665411205,0.0,25,0.0
CCMSLIB00000085985,CCMSLIB00000085212,1.0,1.0,0.6719694690738587,1.0,29,0.0123998129256123
CCMSLIB00000084979,CCMSLIB00000085335,0.0,0.2222222222222222,0.0107251354665965,0.0,19,0.0
CCMSLIB00000084853,CCMSLIB00000085910,0.0,0.1,0.0523946510263892,0.5625,17,0.0
CCMSLIB00000086149,CCMSLIB00000085876,0.0,0.0,0.0,0.0,17,0.0
CCMSLIB00000085116,CCMSLIB00000085231,0.0,0.0,0.0,0.0,29,0.0
CCMSLIB00000085976,CCMSLIB00000085856,0.0,0.5833333333333334,0.6350269665509001,0.92,26,0.0026136489911013
CCMSLIB00000085626,CCMSLIB00000085662,0.0,0.0,0.0,0.0,26,0.0
CCMSLIB00000085565,CCMSLIB00000084748,0.0,0.25,0.0718314566164391,0.1052631578947368,20,0.0
CCMSLIB00000085818,CCMSLIB00000085426,0.0,0.8181818181818182,0.6945415661933593,0.0,23,0.0
CCMSLIB00000084784,CCMSLIB00000085212,0.0,0.7272727272727273,0.5307575415510027,0.7083333333333334,25,0.0004333716820103
CCMSLIB00000085282,CCMSLIB00000084738,0.0,0.0,0.0,0.0,13,0.0
CCMSLIB00000085263,CCMSLIB00000085054,0.0,0.6666666666666666,0.6336762305072607,0.125,25,0.0
CCMSLIB00000085412,CCMSLIB00000085793,0.0,0.2222222222222222,0.0171479221568019,0.0,19,0.0
CCMSLIB00000085500,CCMSLIB00000085060,0.0,0.7272727272727273,0.6872893110076538,0.0,24,0.0
CCMSLIB00000085054,CCMSLIB00000085040,0.0,0.5833333333333334,0.6006538930283939,0.96,26,0.0082638083768158
CCMSLIB00000084817,CCMSLIB00000085462,0.0,0.0,0.0,0.0,20,0.0
CCMSLIB00000086178,CCMSLIB00000085049,0.0,0.4545454545454545,0.3242974788033813,0.0909090909090909,23,0.0
CCMSLIB00000085414,CCMSLIB00000085529,0.0,0.6666666666666666,0.6286378164359674,0.7037037037037037,28,0.0
CCMSLIB00000084988,CCMSLIB00000084976,0.0,0.0,0.0,0.0,20,0.0
CCMSLIB00000085999,CCMSLIB00000085462,0.0,0.4,0.265635915245466,0.3684210526315789,20,0.0
CCMSLIB00000085329,CCMSLIB00000085697,0.0,0.3571428571428571,0.2746920376100301,0.8928571428571429,29,0.0019552677041174
CCMSLIB00000085282,CCMSLIB00000086044,0.0,0.0,0.0,0.0,13,0.0
CCMSLIB00000085485,CCMSLIB00000084813,1.0,1.0,0.6414656717402687,1.0,26,0.0046149483507874
CCMSLIB00000085319,CCMSLIB00000085263,0.0,0.4545454545454545,0.3011942841988071,0.0,24,0.0
CCMSLIB00000084826,CCMSLIB00000086116,0.0,0.8181818181818182,0.5500812236502153,0.9166666666666666,25,0.0016588585027191
CCMSLIB00000085881,CCMSLIB00000085038,0.0,0.2727272727272727,0.0694835129858761,0.0,23,0.0
CCMSLIB00000085928,CCMSLIB00000085547,0.0,0.0,0.0,0.0,14,0.0
CCMSLIB00000084784,CCMSLIB00000085329,0.0,0.4545454545454545,0.4233298955272629,0.0,25,0.0
CCMSLIB00000085276,CCMSLIB00000085275,0.0,0.0,0.0,0.0,14,0.0
CCMSLIB00000085054,CCMSLIB00000085697,0.0,0.4166666666666667,0.445102824132752,0.88,26,0.0016795765110599
CCMSLIB00000085412,CCMSLIB00000085557,0.0,0.2222222222222222,0.0088440932154442,0.0,19,0.0
